StepNumber,BaseRotation,ShoulderPitch,ShoulderRoll,ElbowPitch,ElbowRoll,HandPitch,GripperRotation,EndEffectorX,EndEffectorY,EndEffectorZ,TargetX,TargetY,TargetZ,DistanceToTarget,DeltaBaseRotation,DeltaShoulderPitch,DeltaShoulderRoll,DeltaElbowPitch,DeltaElbowRoll,DeltaHandPitch,DeltaGripperRotation,DeltaX,DeltaY,DeltaY.1,Gripped,IsGood,BaseRight,BaseLeft,ShoulderDown,ShoulderUp,ElbowDown,ElbowUp,HandDown,HandUp
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045388599999999994,0.5209010000000001,0.08138201,0.07,0.45,0.0,0.11070551,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045388599999999994,0.5209010000000001,0.08138201,False,True,1,0,0,0,0,0,0,0
2,5.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.042407,0.486642,0.04462801,0.07,0.45,0.0,0.06399742,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0029816031,-0.03425902,-0.036753997000000004,False,True,0,0,0,0,0,1,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.08430399999999999,0.480988,0.044414997000000005,0.07,0.45,0.0,0.05601386,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041897000000000004,-0.005654007,-0.00021301209999999998,False,True,1,0,0,0,0,0,0,0
4,10.0,0.0,0.0,-137.0,0.0,126.0,48.0,0.0780724,0.444082,0.010949001000000002,0.07,0.45,0.0,0.014834653,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0062315986,-0.036906004,-0.033465996,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.07,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0454594,0.520993,0.08135,0.07,0.45,0.0,0.1107252,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454594,0.520993,0.08135,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.09032749999999999,0.515095,0.08137199,0.07,0.45,0.0,0.10616953,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0448681,-0.005897999,2.1994114e-05,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.08466649999999999,0.481175,0.044649005,0.07,0.45,0.0,0.05639611,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.005661003299999999,-0.03391999,-0.036722988,False,True,0,0,0,0,0,1,0,0
4,10.0,0.0,0.0,-137.0,0.0,126.0,48.0,0.0782501,0.44403000000000004,0.010923997,0.07,0.45,0.0,0.014934484,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.006416395300000001,-0.03714502,-0.03372501,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.07,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045423000000000005,0.520885,0.08132899,0.07,0.45,0.0,0.11064862,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045423000000000005,0.520885,0.08132899,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0903764,0.515211,0.08158401,0.07,0.45,0.0,0.10641251,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449534,-0.0056740046,0.00025501847,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0846479,0.48127600000000004,0.044886008,0.07,0.45,0.0,0.05663483,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.005728498,-0.03393498,-0.036698,False,True,0,0,0,0,0,1,0,0
4,10.0,0.0,0.0,-137.0,0.0,126.0,48.0,0.0782257,0.44418100000000005,0.011019006000000001,0.07,0.45,0.0,0.014931221000000001,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0064221993000000005,-0.03709501,-0.033867,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045076,0.5211210000000001,0.081633,0.083,0.38,0.0,0.16738376,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045076,0.5211210000000001,0.081633,False,True,1,0,0,0,0,0,0,0
2,5.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0425194,0.48671899999999996,0.044721007,0.083,0.38,0.0,0.12258709,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0025565997,-0.034402012999999995,-0.036911994,False,True,0,0,0,0,0,1,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0847426,0.481166,0.04472001,0.083,0.38,0.0,0.110623136,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042223196,-0.0055530069999999996,-9.983778000000002e-07,False,True,1,0,0,0,0,0,0,0
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.0814124,0.462135,0.039804995,0.083,0.38,0.0,0.09128589999999999,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0033302009999999996,-0.019031018,-0.0049150140000000005,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.0780039,0.442804,0.036643997000000005,0.083,0.38,0.0,0.07288407,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.003408499,-0.019330978000000002,-0.0031609982,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.074561,0.42326499999999995,0.03520401,0.083,0.38,0.0,0.056412767999999995,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034428984000000004,-0.019538998999999998,-0.0014399885999999999,False,True,0,0,0,0,0,0,0,1
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.0679837,0.38562399999999997,0.006593004,0.083,0.38,0.0,0.017337421000000002,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0065772980000000005,-0.03764102,-0.028611004,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0455413,0.520999,0.081597,0.083,0.38,0.0,0.16715844,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455413,0.520999,0.081597,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.09044189999999999,0.515116,0.081607014,0.083,0.38,0.0,0.15802346,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044900595999999994,-0.005883038,1.001358e-05,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.08746319999999999,0.496616,0.075093,0.083,0.38,0.0,0.13877381,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0029786974,-0.01849997,-0.006514013000000001,False,True,0,0,0,0,0,0,0,1
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.0814961,0.462161,0.039913,0.083,0.38,0.0,0.09135502599999999,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0059671030000000005,-0.034455,-0.035180002,False,True,0,0,0,0,0,1,0,0
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.07808580000000001,0.44272100000000003,0.036583006,0.083,0.38,0.0,0.07277631,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034102946999999997,-0.019439995,-0.0033299922999999996,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.07454960000000001,0.42328699999999997,0.035237998,0.083,0.38,0.0,0.056452554,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.003536202,-0.019434005,-0.0013450086,False,True,0,0,0,0,0,0,0,1
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.067927,0.385625,0.0066059977,0.083,0.38,0.0,0.01739181,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0066225976,-0.037662,-0.028631999999999998,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045493900000000004,0.521027,0.08161199,0.083,0.38,0.0,0.16720003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045493900000000004,0.521027,0.08161199,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0906922,0.515121,0.081608,0.083,0.38,0.0,0.15804024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045198300000000004,-0.0059060454000000005,-3.993511e-06,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0847485,0.48113500000000003,0.04477501,0.083,0.38,0.0,0.11061713,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0059437006999999995,-0.033985972,-0.03683299,False,True,0,0,0,0,0,1,0,0
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.0815034,0.46215500000000004,0.039904997000000005,0.083,0.38,0.0,0.09134602,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0032451003999999996,-0.018979996000000002,-0.0048700124,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.07807760000000001,0.442827,0.036724,0.083,0.38,0.0,0.072939105,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034257993,-0.019328028,-0.0031809956,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-137.0,0.0,116.0,48.0,0.0713911,0.405229,0.006370008000000001,0.083,0.38,0.0,0.028492918,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.006686501,-0.037597984,-0.030353993,False,True,0,0,0,0,0,1,0,0
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.0679683,0.385594,0.0066239982999999995,0.083,0.38,0.0,0.017352873,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034227967,-0.019634992,0.0002539903,False,True,0,0,0,0,0,0,0,1
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045016900000000006,0.521047,0.08158001,0.083,0.38,0.0,0.16730891,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045016900000000006,0.521047,0.08158001,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.09036439999999998,0.515093,0.08149901,0.083,0.38,0.0,0.15794446,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045347497,-0.0059539676,-8.100271e-05,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0847668,0.48110600000000003,0.044717,0.083,0.38,0.0,0.11056743599999999,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.005597599,-0.033987015,-0.03678201,False,True,0,0,0,0,0,1,0,0
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.0814308,0.462168,0.039865002000000004,0.083,0.38,0.0,0.091341466,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0033359975,-0.018938005,-0.004851997,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.0779904,0.442824,0.03671901,0.083,0.38,0.0,0.072939955,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034404024,-0.019344002,-0.0031459928,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-137.0,0.0,116.0,48.0,0.07147310000000001,0.405308,0.0064560026,0.083,0.38,0.0,0.02854899,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0065172985,-0.037515997999999995,-0.030263007,False,True,0,0,0,0,0,1,0,0
7,15.0,0.0,0.0,-137.0,0.0,116.0,48.0,0.10619300000000001,0.397436,0.0063409954000000004,0.083,0.38,0.0,0.0297008,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347199,-0.007872015,-0.00011500716,False,True,1,0,0,0,0,0,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0450795,0.521095,0.081627995,0.083,0.38,0.0,0.16735856,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450795,0.521095,0.081627995,False,True,1,0,0,0,0,0,0,0
2,5.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.043889,0.502341,0.075105995,0.083,0.38,0.0,0.1487881,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0011904985,-0.018754005,-0.006522,False,True,0,0,0,0,0,0,0,1
3,5.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.040869300000000004,0.46749300000000005,0.039864004,0.083,0.38,0.0,0.10497218,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0030197017,-0.034847975,-0.03524199,False,True,0,0,0,0,0,1,0,0
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.0813917,0.46212200000000003,0.039776996,0.083,0.38,0.0,0.09126236,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405224,-0.005371004300000001,-8.700788000000001e-05,False,True,1,0,0,0,0,0,0,0
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.0779881,0.44280600000000003,0.036624998,0.083,0.38,0.0,0.072877325,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034035966,-0.019315988,-0.003151998,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.0745344,0.423267,0.035191,0.083,0.38,0.0,0.056410167000000004,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034537017,-0.019538998999999998,-0.0014339982999999998,False,True,0,0,0,0,0,0,0,1
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.06792139999999999,0.38571300000000003,0.006691009,0.083,0.38,0.0,0.017457727,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.006613000999999999,-0.037553996,-0.02849999,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.04550119999999999,0.521122,0.08165899,0.083,0.38,0.0,0.16730142,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04550119999999999,0.521122,0.08165899,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0903527,0.5151859999999999,0.08157101,0.083,0.38,0.0,0.1580606,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044851499999999996,-0.0059359669999999995,-8.7976456e-05,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.08747139999999999,0.49667100000000003,0.07507101,0.083,0.38,0.0,0.13880839999999997,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0028812959999999998,-0.01851502,-0.0065000056999999995,False,True,0,0,0,0,0,0,0,1
4,10.0,0.0,0.0,-132.0,0.0,121.0,48.0,0.08149930000000001,0.46214399999999994,0.039855003,0.083,0.38,0.0,0.09131434,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0059721023,-0.034527004,-0.035216004,False,True,0,0,0,0,0,1,0,0
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.07801219999999999,0.442742,0.03660001,0.083,0.38,0.0,0.072807945,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034871027,-0.019401997,-0.0032549947999999996,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.0745316,0.423232,0.035224006,0.083,0.38,0.0,0.05640434,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034805983,-0.019510001000000003,-0.001376003,False,True,0,0,0,0,0,0,0,1
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.0679299,0.38571,0.006687999,0.083,0.38,0.0,0.017448246,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0066016987,-0.03752199,-0.028536007000000002,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,0.0,0.0,0.0,-132.0,0.0,126.0,48.0,-0.000149787,0.48849899999999996,0.044614002,0.083,0.38,0.0,0.14379266,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.000149787,0.48849899999999996,0.044614002,False,True,0,0,0,0,0,1,0,0
2,5.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0424179,0.48665699999999995,0.044727996,0.083,0.38,0.0,0.12256922599999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042567685,-0.0018419921,0.00011399388000000001,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-132.0,0.0,126.0,48.0,0.0846461,0.48110200000000003,0.044677004000000006,0.083,0.38,0.0,0.110545725,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0422282,-0.0055550040000000005,-5.0991774e-05,False,True,1,0,0,0,0,0,0,0
4,10.0,0.0,0.0,-137.0,0.0,126.0,48.0,0.0783311,0.444114,0.010960996,0.083,0.38,0.0,0.06521156,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.0063150004000000004,-0.03698799,-0.033716008,False,True,0,0,0,0,0,1,0,0
5,10.0,-5.0,0.0,-137.0,0.0,126.0,48.0,0.08004249999999999,0.453683,0.050638005,0.083,0.38,0.0,0.089454666,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0017113984,0.009568989,0.03967701,False,True,0,0,0,1,0,0,0,0
6,10.0,-5.0,0.0,-137.0,0.0,121.0,48.0,0.0766529,0.434759,0.045909002000000004,0.083,0.38,0.0,0.0717389,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0033895970000000003,-0.018923998,-0.0047290027,False,True,0,0,0,0,0,0,0,1
7,10.0,-5.0,0.0,-142.0,0.0,121.0,48.0,0.07009639999999999,0.397538,0.013966009,0.083,0.38,0.0,0.025867624,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.006556496,-0.037220985,-0.031942992999999996,False,True,0,0,0,0,0,1,0,0
8,10.0,-5.0,0.0,-142.0,0.0,116.0,48.0,0.0666072,0.37766700000000003,0.012184008999999999,0.083,0.38,0.0,0.020557642,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034892038,-0.019870996000000002,-0.0017820001000000002,False,True,0,0,0,0,0,0,0,1
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0451004,0.52095,0.08142200000000001,0.083,0.38,0.0,0.16713117,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451004,0.52095,0.08142200000000001,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0905818,0.515044,0.08142799,0.083,0.38,0.0,0.15787615,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045481400000000005,-0.0059060454000000005,5.990267e-06,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.08734349999999999,0.496569,0.074826,0.083,0.38,0.0,0.13858618,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0032382979999999997,-0.018474966000000002,-0.0066019893000000005,False,True,0,0,0,0,0,0,0,1
4,10.0,0.0,0.0,-126.0,0.0,116.0,48.0,0.08399830000000001,0.477604,0.069979995,0.083,0.38,0.0,0.12010303,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.003345199,-0.018965006,-0.0048460066,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-132.0,0.0,116.0,48.0,0.0779535,0.44304399999999994,0.036808997,0.083,0.38,0.0,0.07317729,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0060447976,-0.034559995,-0.033170998,False,True,0,0,0,0,0,1,0,0
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.07446069999999999,0.423321,0.03515801,0.083,0.38,0.0,0.05644214,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034928024,-0.019722998000000002,-0.0016509889999999998,False,True,0,0,0,0,0,0,0,1
7,10.0,0.0,0.0,-137.0,0.0,111.0,48.0,0.0678525,0.385646,0.0065979958,0.083,0.38,0.0,0.017460167,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,-0.006608203000000001,-0.037675022999999995,-0.028560013,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045480599999999996,0.521065,0.081478,0.083,0.38,0.0,0.16716969,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045480599999999996,0.521065,0.081478,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.09069810000000002,0.515067,0.08152100400000001,0.083,0.38,0.0,0.15794943,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452175,-0.005998015400000001,4.300475e-05,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.0874895,0.496717,0.075130016,0.083,0.38,0.0,0.13887957,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0032086,-0.018349975,-0.0063909890000000006,False,True,0,0,0,0,0,0,0,1
4,10.0,0.0,0.0,-126.0,0.0,116.0,48.0,0.0841505,0.47772700000000007,0.07026899,0.083,0.38,0.0,0.12037284,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.003339,-0.01899001,-0.004861027,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-126.0,0.0,111.0,48.0,0.08074989999999999,0.45837,0.067090005,0.083,0.38,0.0,0.103189096,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034006014,-0.019356996,-0.003178984,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-126.0,0.0,106.0,48.0,0.077317,0.43889300000000003,0.06570101,0.083,0.38,0.0,0.08841552,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034328997,-0.01947701,-0.0013889968,False,True,0,0,0,0,0,0,0,1
7,10.0,5.0,0.0,-126.0,0.0,106.0,48.0,0.0758137,0.43068599999999996,0.027502999,0.083,0.38,0.0,0.058113065,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.0015032962,-0.008206993000000001,-0.03819801,False,True,0,0,1,0,0,0,0,0
8,10.0,5.0,0.0,-126.0,0.0,101.0,48.0,0.0723784,0.411095,0.029116005,0.083,0.38,0.0,0.043902837,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034353063,-0.019591004,0.0016130060000000002,False,True,0,0,0,0,0,0,0,1
9,10.0,5.0,0.0,-132.0,0.0,101.0,48.0,0.0659255,0.373741,0.003973007,0.083,0.38,0.0,0.018614462,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.006452895699999999,-0.037353992,-0.025142998,False,True,0,0,0,0,0,1,0,0
0,0.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.0,0.0,0.0,0.083,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,0,0,0,0,0,0,0,0
1,5.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.045168400000000004,0.5209600000000001,0.08140001,0.083,0.38,0.0,0.16711345,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045168400000000004,0.5209600000000001,0.08140001,False,True,1,0,0,0,0,0,0,0
2,10.0,0.0,0.0,-126.0,0.0,126.0,48.0,0.09076089999999999,0.515115,0.08158299,0.083,0.38,0.0,0.15802560000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455925,-0.0058449507,0.00018298626,False,True,1,0,0,0,0,0,0,0
3,10.0,0.0,0.0,-126.0,0.0,121.0,48.0,0.08751189999999999,0.496543,0.074907005,0.083,0.38,0.0,0.13861343,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0032490045,-0.018572032,-0.0066759884,False,True,0,0,0,0,0,0,0,1
4,10.0,0.0,0.0,-126.0,0.0,116.0,48.0,0.08420019999999999,0.47772,0.07024699400000001,0.083,0.38,0.0,0.1203548,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0033116937,-0.018822998,-0.0046600103000000006,False,True,0,0,0,0,0,0,0,1
5,10.0,0.0,0.0,-126.0,0.0,111.0,48.0,0.0807827,0.45819399999999993,0.06687701,0.083,0.38,0.0,0.10291623,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034175068,-0.019526005,-0.003369987,False,True,0,0,0,0,0,0,0,1
6,10.0,0.0,0.0,-132.0,0.0,111.0,48.0,0.0746574,0.423252,0.035124004,0.083,0.38,0.0,0.056338523,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,-0.0061252937,-0.034942,-0.031753004,False,True,0,0,0,0,0,1,0,0
7,10.0,0.0,0.0,-132.0,0.0,106.0,48.0,0.0712202,0.40368200000000004,0.035416007,0.083,0.38,0.0,0.044202875,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-0.0034372061,-0.019569993,0.00029200315,False,True,0,0,0,0,0,0,0,1
8,10.0,5.0,0.0,-132.0,0.0,106.0,48.0,0.0692289,0.39305300000000004,0.0004960000499999999,0.083,0.38,0.0,0.018980777,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.0019912943,-0.010628998,-0.034920007,False,True,0,0,1,0,0,0,0,0
